"Course Code","Course Name","Section","Faculty","Schedule","Room"
"AIS 4208","Advanced Accounting-III","A","Mohammad Shamsul Alam Wasimi","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 223","223"
"AIS 4441","Internship/Project","A","TBA","Schedule TBA","TBA"
"MGT 2208","Human Resource Management & Organizational Behavior","A","Jakowan","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 208","208"
